pid,label,publication,location,full_date,month_day,volume-notes,year,full,thumb,index_terms,toc,manifest_all,manifest_indiv
obj334,Jewish Weddings [Communication] Mr. Editor: [...].,The Jewish Record,Philadelphia,19-Jan,19-Jan,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg/full/!200,200/0/default.jpg","Herder, J. G.|Lessing|Mendelssohn, Moses|Muhr, Simon|Spinozism",348,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg
obj335,The Restoration. By S. Morais.,The Jewish Record,Philadelphia,16-Feb,16-Feb,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg/full/!200,200/0/default.jpg","Ben Sangadun, Jacob|Carvalho, Emanuel Nunes|Cohen, Abraham Hyman|Cohen, Hartwig|Cohen, Jacob Raphael|Cohens|Gratz family|Keys, Abraham Israel|Leeser, Rev I.|Maraches, The|Markses, The|Mikveh Israel|Peixotto, Rev. Moses Levy Maduro|Philipses, The|Sangadun, Jacob ben|Seixas, Gershom Mendes",349,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8380038--da8b3eada0cdf120a2d13124fef07536cb34ed420b797b147b1f8f838ce62b3e.jpeg
obj336,Spinoza. [Letter] To the American Hebrew.,The American Hebrew,New York,23-Feb,23-Feb,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6815107--62daff8fc4a1b5d706d8c64d64253fd466a1b425173ba0f07e468fe30fcd12b2.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6815107--62daff8fc4a1b5d706d8c64d64253fd466a1b425173ba0f07e468fe30fcd12b2.jpeg/full/!200,200/0/default.jpg","Jessel, George|Levy, Nathan",350,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s6815107--62daff8fc4a1b5d706d8c64d64253fd466a1b425173ba0f07e468fe30fcd12b2.jpeg
obj337,Spinoza and Spinozism. [Letter] To the American Hebrew.,American Hebrew,Philadelphia,9-Mar,9-Mar,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7015077--abd71e696f80efce6e97e7ac1b93763d1f714d7886980d3a335ec4a7daa2c7c4.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7015077--abd71e696f80efce6e97e7ac1b93763d1f714d7886980d3a335ec4a7daa2c7c4.jpeg/full/!200,200/0/default.jpg","Bonaparte, Napoleon|Hirsch, Samuel",351,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7015077--abd71e696f80efce6e97e7ac1b93763d1f714d7886980d3a335ec4a7daa2c7c4.jpeg
obj338,Purim and the Alliance.,The Jewish Record,Philadelphia,23-Mar,23-Mar,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg/full/!200,200/0/default.jpg",Pentecost,352,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg
obj339,Spinozism,[Letter to the] Editor Jewish Tribune. [...].,St. Louis,30-Mar,30-Mar,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg/full/!200,200/0/default.jpg","Hirsch, Samuel",353,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7181422--be501a1af3db9a0c9ac49a343f9c8cfb4d238b52bc6cffdfc5b75867bf7bf701.jpeg
obj340,A Summary of the Centenary History of the Mikveh Israel Congregation. By Rev. S. Morais.,The Jewish Record,Philadelphia,30-Mar,30-Mar,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8034508--55b9ef12e2fe1ac56fe7bdcdc206fc165fc65b8ef056efe31d75c35df507b94f.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8034508--55b9ef12e2fe1ac56fe7bdcdc206fc165fc65b8ef056efe31d75c35df507b94f.jpeg/full/!200,200/0/default.jpg","American Jewish Advocate|Ascoli, Raphael|Leeser, Rev I.|Luzzatto, S.D. Prof.|Occident, The",354,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8034508--55b9ef12e2fe1ac56fe7bdcdc206fc165fc65b8ef056efe31d75c35df507b94f.jpeg
obj341,"In What Jews, Judaism Glories. A Passover Sermon.",The Jewish Record,Philadelphia,27-Apr,27-Apr,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7488385--efcf500e7d8b72f3a1535526756e9b6ae73aead1881e8ece22e909b4e246506a.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7488385--efcf500e7d8b72f3a1535526756e9b6ae73aead1881e8ece22e909b4e246506a.jpeg/full/!200,200/0/default.jpg","Aguilar, Emanuel: The Ancient Melodies of the Spanish and Portuguese Jews|Leghorn, Chief Rabbi of|Luzzatto, Moses Hayyim|Modigiliani, Dr. Angelo|Piperno, Abraham Benedict|Sola, Rev. David Aaron de",355,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7488385--efcf500e7d8b72f3a1535526756e9b6ae73aead1881e8ece22e909b4e246506a.jpeg
obj342,Officiating at Mixed Marriages [Letter to the] Editor Jewish Record: [...].,The Jewish Record,Philadelphia,22-Jun,22-Jun,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg/full/!200,200/0/default.jpg","Castellar: Castelli, David|Lampronti, Isaac|Leghorn|Mekizei Nirdamim|Piperno, Abraham Benedict|Zechor Le Avraham",356,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg
obj343,Judaism in Jeopardy. A Shabuoth Sermon By The Rev. S. Morais.,The Jewish Record,Philadelphia,22-Jun,22-Jun,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg/full/!200,200/0/default.jpg","Pachad Yitschak|Perreau, Pietro",357,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7840631--143f14a306c82440cf75a39886292ee2845bcdafc8e73a816c74692665623319.jpeg
obj344,Officiating at Mixed Marriages. [Letter to the] Editor Jewish Record.,The Jewish Record,Philadelphia,9-Jul,9-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7061536--e141330a0213ce8ef94c1fafab98663c75ceeb408c0ad20d65dd0fac674c2e7d.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7061536--e141330a0213ce8ef94c1fafab98663c75ceeb408c0ad20d65dd0fac674c2e7d.jpeg/full/!200,200/0/default.jpg",American Hebrew|Hebrew Union College (Cincinnati),358,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7061536--e141330a0213ce8ef94c1fafab98663c75ceeb408c0ad20d65dd0fac674c2e7d.jpeg
obj345,"Abraham Benedict Piperno; His Life, Times and Writings, by Raphael E. H. Ascoli. Translated from the French by S. Morais. Preface by the Translator.",The Jewish Record,Philadelphia,6-Jul,6-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7208824--e59b3a85128218abdac440698932a848ece0680a69594832bbbccf79e62993f9.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7208824--e59b3a85128218abdac440698932a848ece0680a69594832bbbccf79e62993f9.jpeg/full/!200,200/0/default.jpg","Spanish and Portuguese synagogue in Leghorn and Amsterdam|Daly, Charles P.|Orphan Asylum, New York|Schurz, Carl",359,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7208824--e59b3a85128218abdac440698932a848ece0680a69594832bbbccf79e62993f9.jpeg
obj346,"Abraham Benedict Piperno; His Life, Times and Writings, by Raphael E. H. Ascoli. Translated from the French by S. Morais. (Continued).",The Jewish Record,Philadelphia,13-Jul,13-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7574065--b4b6bb6fb863daed169b8387cac2fb1dbd2c11e047bb525d64961507e820b9b4.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7574065--b4b6bb6fb863daed169b8387cac2fb1dbd2c11e047bb525d64961507e820b9b4.jpeg/full/!200,200/0/default.jpg","Kohler, Kaufmann|Singer, Abram|HaMadrich Al Bamothe Yam Ha-Talmud|Szold, Benjamin",360,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7574065--b4b6bb6fb863daed169b8387cac2fb1dbd2c11e047bb525d64961507e820b9b4.jpeg
obj347,"Abraham Benedict Piperno; His Life, Times and Writings, by Raphael E. H. Ascoli. Translated from the French by S. Morais. (Continued).",The Jewish Record,Philadelphia,20-Jul,20-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7853796--20d1d45d9241f1c9ec23d393c42610d24f8ed7555546e93ffe522e154781b825.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7853796--20d1d45d9241f1c9ec23d393c42610d24f8ed7555546e93ffe522e154781b825.jpeg/full/!200,200/0/default.jpg",Essay on the Civil Disabilities of the Jews in England|Russian Jews,361,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7853796--20d1d45d9241f1c9ec23d393c42610d24f8ed7555546e93ffe522e154781b825.jpeg
obj348,"Literary. Abbreviations and ?Siglia?, with their explanations, by Peter Perreau. Parma, 1883.",The Jewish Record,Philadelphia,July [20],July [20],,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg/full/!200,200/0/default.jpg","Piperno, Abraham Benedict",362,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg
obj349,The Trefa Jewish Banquet. [Letter] To the American Hebrew.,American Hebrew,New York,20-Jul,20-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg/full/!200,200/0/default.jpg","Francis Joseph, Emperor of Austro-Hungary|Ninth of Ab",363,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7940358--de2d9297bf9a25fce17feaa44ace53e467cd5b7ab1524a0e45b4bf7664f46aa6.jpeg
obj350,"Abraham Benedict Piperno; His Life, Times and Writings, by Raphael E. H. Ascoli. Translated from the French by S. Morais. [...].",The Jewish Record,Philadelphia,27-Jul,27-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg/full/!200,200/0/default.jpg",Judaism and Christianity: Their Agreements and Disagreements,364,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg
obj351,Errata Corrienda.,The Jewish Record,Philadelphia,27-Jul,27-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg/full/!200,200/0/default.jpg","Lattes, Moses|Levi, Benedict (Chief Rabbi of Ferrar)|Loria, Amos (of Mantua)|Mainster, Abram (of Robigo)|Padua rabbinical college|Vessillo Israelitico|Wise, I. M.",365,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7829141--1671876b1396500d767388b92e0e14055444190f6408a7c8cb18f862b74b98dd.jpeg
obj352,"In the Report by Rev. Drs. Jastrow, Szold and Kohler [...].",The Jewish Record,Philadelphia,27-Jul,27-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/!200,200/0/default.jpg","Disasters, natural & man-made",366,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg
obj353,A Russian on the Jews.,The Jewish Record,Philadelphia,27-Jul,27-Jul,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/!200,200/0/default.jpg","Graetz, Dr. Heinrich|Translation and Criticism of the Psalms|The Chronicles of the Prophet|The Mind of Michaelangelo|Victor Emmanuel II (King of Italy)",367,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg
obj354,"Abraham Benedict Piperno; His Life, Times and Writings, by Raphael E. H. Ascoli. Translated from the French by S. Morais. (Concluded).",The Jewish Record,Philadelphia,3-Aug,3-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg/full/!200,200/0/default.jpg","American Hebrew|Coucy, Moses of: Semag (Sefer Mitzvot Gadol)|Sabbath School Union",368,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8012557--7b0bd8b35d0384a9f0ba0df2a2a922f8874e07e6b26134a329679814260e89ef.jpeg
obj355,The Fast of Ab.,The Jewish Record,Philadelphia,10-Aug,10-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/!200,200/0/default.jpg","Sabbath School Union|Sonnenschein (of Temple Israel, St. Louis), S. H.|Voorsanger, Jacob",369,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg
obj356,"Literary. Judaism and Christianity. Their Agreements and Disagreements. By the Rev. Dr. Isaac M. Wise. Cincinnati, Bloch & Co. Publishers. 1883.",The Jewish Record,Philadelphia,17-Aug,17-Aug,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/!200,200/0/default.jpg","Reform Judaism, (also ""Neology""/""Gentilism"")",370,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg
obj357,Dr. Moses Lattes.,The Jewish Record,Philadelphia,7-Sep,7-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg/full/!200,200/0/default.jpg","Montefiore, Moses|Tisza Eszlar|Yom Kippur",371,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7946388--96c9e4cc2513b0a3b9f802791dc1849e5203438ac5b13d80fc7af0c61a17615a.jpeg
obj358,The Ischia Disaster.,The Jewish Record,Philadelphia,14-Sep,14-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/!200,200/0/default.jpg",American Hebrew|Spanish Inquisition,372,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg
obj359,Review of Dr. Graetz?s Criticism on the Psalms.,The Jewish Record,,,,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/!200,200/0/default.jpg","Wise, I. M.",373,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg
obj360,"Last Saturday, Mr. Morais delivered a very forcible discourse [...].",American Hebrew,New York,14-Sep,14-Sep,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg/full/!200,200/0/default.jpg","Evening Call, The",374,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7077362--3489aac0b5fb6dea83599fa6b3f8526905c9aa2a619141e987a0aa594457a8b2.jpeg
obj361,The Sabbath-School Union. A Reply. [Letter to the] Editor of The Jewish Record: [...].,The Jewish Record,Philadelphia,5-Oct,5-Oct,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7150253--6fb466d84c0a12aea9881734d9e36a2eb30f14737f286c9a946dfac1bcca616c.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7150253--6fb466d84c0a12aea9881734d9e36a2eb30f14737f286c9a946dfac1bcca616c.jpeg/full/!200,200/0/default.jpg","Orthodox (also ""Mosaism"")|Russian Jews|Wise, I. M.",375,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s7150253--6fb466d84c0a12aea9881734d9e36a2eb30f14737f286c9a946dfac1bcca616c.jpeg
obj362,Rev. S. Morais? Reply. [Letter to the] Editor Jewish Tribune.,The Jewish Tribune,St. Louis,5-Oct,5-Oct,,,"https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502960--07b62f2fb12aef7a8b04463b314807004b80e0e4b9d866f51bcbab2178d14b12.jpeg/full/3500,/0/default.jpg","https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502960--07b62f2fb12aef7a8b04463b314807004b80e0e4b9d866f51bcbab2178d14b12.jpeg/full/!200,200/0/default.jpg","and Dietary Law|Wise, I. M.",376,https://colenda.library.upenn.edu/items/ark:/81431/p35d8nw83/manifest,https://colenda.library.upenn.edu/phalt/iiif/2/ark81431p35d8nw83%2FSHA256E-s8502960--07b62f2fb12aef7a8b04463b314807004b80e0e4b9d866f51bcbab2178d14b12.jpeg
